,images,paths,caption,path1,path2,name1,name2
3957,image 3958: a man riding a dirt bike in the air	,"cp ""./cv/images/013299.jpg"" vis/imgs/img3958.jpg	",a man riding a dirt bike in the air,"""./cv/images/013299.jpg""",vis/imgs/img3958.jpg	,013299.jpg,img3958.jpg
3958,image 3959: a horse is standing in the dirt with a blue background	,"cp ""./cv/images/036688.jpg"" vis/imgs/img3959.jpg	",a horse is standing in the dirt with a blue background,"""./cv/images/036688.jpg""",vis/imgs/img3959.jpg	,036688.jpg,img3959.jpg
3959,image 3960: a dog is standing in the grass with a frisbee	,"cp ""./cv/images/001281.jpg"" vis/imgs/img3960.jpg	",a dog is standing in the grass with a frisbee,"""./cv/images/001281.jpg""",vis/imgs/img3960.jpg	,001281.jpg,img3960.jpg
3960,image 3961: an elephant is standing in a wooden fence	,"cp ""./cv/images/027050.jpg"" vis/imgs/img3961.jpg	",an elephant is standing in a wooden fence,"""./cv/images/027050.jpg""",vis/imgs/img3961.jpg	,027050.jpg,img3961.jpg
3961,image 3962: a group of animals standing on top of a sandy beach	,"cp ""./cv/images/033245.jpg"" vis/imgs/img3962.jpg	",a group of animals standing on top of a sandy beach,"""./cv/images/033245.jpg""",vis/imgs/img3962.jpg	,033245.jpg,img3962.jpg
3962,image 3963: a close up of a plate of food on a table	,"cp ""./cv/images/023212.jpg"" vis/imgs/img3963.jpg	",a close up of a plate of food on a table,"""./cv/images/023212.jpg""",vis/imgs/img3963.jpg	,023212.jpg,img3963.jpg
3963,image 3964: a woman is holding a cat in her hand	,"cp ""./cv/images/020073.jpg"" vis/imgs/img3964.jpg	",a woman is holding a cat in her hand,"""./cv/images/020073.jpg""",vis/imgs/img3964.jpg	,020073.jpg,img3964.jpg
3964,image 3965: a plate with a sandwich and a salad	,"cp ""./cv/images/016090.jpg"" vis/imgs/img3965.jpg	",a plate with a sandwich and a salad,"""./cv/images/016090.jpg""",vis/imgs/img3965.jpg	,016090.jpg,img3965.jpg
3965,image 3966: a street scene with a man and a woman standing in front of it	,"cp ""./cv/images/014229.jpg"" vis/imgs/img3966.jpg	",a street scene with a man and a woman standing in front of it,"""./cv/images/014229.jpg""",vis/imgs/img3966.jpg	,014229.jpg,img3966.jpg
3966,image 3967: a picture of a person on a motorcycle	,"cp ""./cv/images/010083.jpg"" vis/imgs/img3967.jpg	",a picture of a person on a motorcycle,"""./cv/images/010083.jpg""",vis/imgs/img3967.jpg	,010083.jpg,img3967.jpg
3967,image 3968: a view of a cloudy sky with a clock tower	,"cp ""./cv/images/005337.jpg"" vis/imgs/img3968.jpg	",a view of a cloudy sky with a clock tower,"""./cv/images/005337.jpg""",vis/imgs/img3968.jpg	,005337.jpg,img3968.jpg
3968,image 3969: a man holding a cell phone in his hand	,"cp ""./cv/images/003736.jpg"" vis/imgs/img3969.jpg	",a man holding a cell phone in his hand,"""./cv/images/003736.jpg""",vis/imgs/img3969.jpg	,003736.jpg,img3969.jpg
3969,image 3970: a man flying through the air while riding a snowboard	,"cp ""./cv/images/011765.jpg"" vis/imgs/img3970.jpg	",a man flying through the air while riding a snowboard,"""./cv/images/011765.jpg""",vis/imgs/img3970.jpg	,011765.jpg,img3970.jpg
3970,image 3971: a white plate topped with a piece of cake	,"cp ""./cv/images/036264.jpg"" vis/imgs/img3971.jpg	",a white plate topped with a piece of cake,"""./cv/images/036264.jpg""",vis/imgs/img3971.jpg	,036264.jpg,img3971.jpg
3971,image 3972: a close up of a bunch of bananas	,"cp ""./cv/images/000524.jpg"" vis/imgs/img3972.jpg	",a close up of a bunch of bananas,"""./cv/images/000524.jpg""",vis/imgs/img3972.jpg	,000524.jpg,img3972.jpg
3972,image 3973: a large building with a clock on the top of it	,"cp ""./cv/images/037331.jpg"" vis/imgs/img3973.jpg	",a large building with a clock on the top of it,"""./cv/images/037331.jpg""",vis/imgs/img3973.jpg	,037331.jpg,img3973.jpg
3973,image 3974: a man is holding a cell phone in his hand	,"cp ""./cv/images/025080.jpg"" vis/imgs/img3974.jpg	",a man is holding a cell phone in his hand,"""./cv/images/025080.jpg""",vis/imgs/img3974.jpg	,025080.jpg,img3974.jpg
3974,image 3975: a red car is parked in a parking lot	,"cp ""./cv/images/014726.jpg"" vis/imgs/img3975.jpg	",a red car is parked in a parking lot,"""./cv/images/014726.jpg""",vis/imgs/img3975.jpg	,014726.jpg,img3975.jpg
3975,image 3976: a woman sitting on a couch with a cell phone	,"cp ""./cv/images/032268.jpg"" vis/imgs/img3976.jpg	",a woman sitting on a couch with a cell phone,"""./cv/images/032268.jpg""",vis/imgs/img3976.jpg	,032268.jpg,img3976.jpg
3976,image 3977: a woman is sitting on a bed with a laptop	,"cp ""./cv/images/016052.jpg"" vis/imgs/img3977.jpg	",a woman is sitting on a bed with a laptop,"""./cv/images/016052.jpg""",vis/imgs/img3977.jpg	,016052.jpg,img3977.jpg
3977,image 3978: a black and white photo of a man sitting on a bench	,"cp ""./cv/images/004273.jpg"" vis/imgs/img3978.jpg	",a black and white photo of a man sitting on a bench,"""./cv/images/004273.jpg""",vis/imgs/img3978.jpg	,004273.jpg,img3978.jpg
3978,image 3979: a woman standing in front of a display of flowers	,"cp ""./cv/images/001463.jpg"" vis/imgs/img3979.jpg	",a woman standing in front of a display of flowers,"""./cv/images/001463.jpg""",vis/imgs/img3979.jpg	,001463.jpg,img3979.jpg
3979,image 3980: a brown dog laying on top of a bed	,"cp ""./cv/images/008525.jpg"" vis/imgs/img3980.jpg	",a brown dog laying on top of a bed,"""./cv/images/008525.jpg""",vis/imgs/img3980.jpg	,008525.jpg,img3980.jpg
3980,image 3981: a person standing on a beach flying a kite	,"cp ""./cv/images/030692.jpg"" vis/imgs/img3981.jpg	",a person standing on a beach flying a kite,"""./cv/images/030692.jpg""",vis/imgs/img3981.jpg	,030692.jpg,img3981.jpg
3981,image 3982: a bunch of stuffed animals sitting on a tree	,"cp ""./cv/images/001532.jpg"" vis/imgs/img3982.jpg	",a bunch of stuffed animals sitting on a tree,"""./cv/images/001532.jpg""",vis/imgs/img3982.jpg	,001532.jpg,img3982.jpg
3982,image 3983: a man riding a skateboard down a street	,"cp ""./cv/images/024886.jpg"" vis/imgs/img3983.jpg	",a man riding a skateboard down a street,"""./cv/images/024886.jpg""",vis/imgs/img3983.jpg	,024886.jpg,img3983.jpg
3983,image 3984: a laptop computer sitting on top of a desk	,"cp ""./cv/images/010879.jpg"" vis/imgs/img3984.jpg	",a laptop computer sitting on top of a desk,"""./cv/images/010879.jpg""",vis/imgs/img3984.jpg	,010879.jpg,img3984.jpg
3984,image 3985: a white vase with a bunch of flowers in it	,"cp ""./cv/images/035281.jpg"" vis/imgs/img3985.jpg	",a white vase with a bunch of flowers in it,"""./cv/images/035281.jpg""",vis/imgs/img3985.jpg	,035281.jpg,img3985.jpg
3985,image 3986: a large piece of wood and a tree in the back	,"cp ""./cv/images/002728.jpg"" vis/imgs/img3986.jpg	",a large piece of wood and a tree in the back,"""./cv/images/002728.jpg""",vis/imgs/img3986.jpg	,002728.jpg,img3986.jpg
3986,image 3987: a man is surfing on a wave in the ocean	,"cp ""./cv/images/004539.jpg"" vis/imgs/img3987.jpg	",a man is surfing on a wave in the ocean,"""./cv/images/004539.jpg""",vis/imgs/img3987.jpg	,004539.jpg,img3987.jpg
3987,image 3988: a man standing on a sidewalk with a cell phone	,"cp ""./cv/images/031393.jpg"" vis/imgs/img3988.jpg	",a man standing on a sidewalk with a cell phone,"""./cv/images/031393.jpg""",vis/imgs/img3988.jpg	,031393.jpg,img3988.jpg
3988,image 3989: a large brown bear standing on top of a river	,"cp ""./cv/images/015933.jpg"" vis/imgs/img3989.jpg	",a large brown bear standing on top of a river,"""./cv/images/015933.jpg""",vis/imgs/img3989.jpg	,015933.jpg,img3989.jpg
3989,image 3990: a large building with a clock on the side of it	,"cp ""./cv/images/010673.jpg"" vis/imgs/img3990.jpg	",a large building with a clock on the side of it,"""./cv/images/010673.jpg""",vis/imgs/img3990.jpg	,010673.jpg,img3990.jpg
3990,image 3991: a large body of water with a bridge in the background	,"cp ""./cv/images/008007.jpg"" vis/imgs/img3991.jpg	",a large body of water with a bridge in the background,"""./cv/images/008007.jpg""",vis/imgs/img3991.jpg	,008007.jpg,img3991.jpg
3991,image 3992: a woman is sitting on a toilet in a bathroom	,"cp ""./cv/images/009660.jpg"" vis/imgs/img3992.jpg	",a woman is sitting on a toilet in a bathroom,"""./cv/images/009660.jpg""",vis/imgs/img3992.jpg	,009660.jpg,img3992.jpg
3992,image 3993: a red and white sign is hanging on a wall	,"cp ""./cv/images/005687.jpg"" vis/imgs/img3993.jpg	",a red and white sign is hanging on a wall,"""./cv/images/005687.jpg""",vis/imgs/img3993.jpg	,005687.jpg,img3993.jpg
3993,image 3994: two young boys are holding a frisbee	,"cp ""./cv/images/026343.jpg"" vis/imgs/img3994.jpg	",two young boys are holding a frisbee,"""./cv/images/026343.jpg""",vis/imgs/img3994.jpg	,026343.jpg,img3994.jpg
3994,image 3995: a woman holding a cell phone in her hand	,"cp ""./cv/images/008357.jpg"" vis/imgs/img3995.jpg	",a woman holding a cell phone in her hand,"""./cv/images/008357.jpg""",vis/imgs/img3995.jpg	,008357.jpg,img3995.jpg
3995,image 3996: a couple of vases that are on a table	,"cp ""./cv/images/013500.jpg"" vis/imgs/img3996.jpg	",a couple of vases that are on a table,"""./cv/images/013500.jpg""",vis/imgs/img3996.jpg	,013500.jpg,img3996.jpg
3996,image 3997: a man in a suit and tie holding a cell phone	,"cp ""./cv/images/037098.jpg"" vis/imgs/img3997.jpg	",a man in a suit and tie holding a cell phone,"""./cv/images/037098.jpg""",vis/imgs/img3997.jpg	,037098.jpg,img3997.jpg
3997,image 3998: a woman is sitting on a bench with an umbrella	,"cp ""./cv/images/002464.jpg"" vis/imgs/img3998.jpg	",a woman is sitting on a bench with an umbrella,"""./cv/images/002464.jpg""",vis/imgs/img3998.jpg	,002464.jpg,img3998.jpg
3998,image 3999: a man and a woman standing in front of a cake	,"cp ""./cv/images/031004.jpg"" vis/imgs/img3999.jpg	",a man and a woman standing in front of a cake,"""./cv/images/031004.jpg""",vis/imgs/img3999.jpg	,031004.jpg,img3999.jpg
3999,image 4000: a woman laying on a bed with a dog	,"cp ""./cv/images/004498.jpg"" vis/imgs/img4000.jpg	",a woman laying on a bed with a dog,"""./cv/images/004498.jpg""",vis/imgs/img4000.jpg	,004498.jpg,img4000.jpg
4000,image 4001: a bird is flying in the sky in the dark	,"cp ""./cv/images/026422.jpg"" vis/imgs/img4001.jpg	",a bird is flying in the sky in the dark,"""./cv/images/026422.jpg""",vis/imgs/img4001.jpg	,026422.jpg,img4001.jpg
4001,image 4002: a close up of a carrot with a fork	,"cp ""./cv/images/011312.jpg"" vis/imgs/img4002.jpg	",a close up of a carrot with a fork,"""./cv/images/011312.jpg""",vis/imgs/img4002.jpg	,011312.jpg,img4002.jpg
4002,image 4003: a cow standing in the middle of a street	,"cp ""./cv/images/027316.jpg"" vis/imgs/img4003.jpg	",a cow standing in the middle of a street,"""./cv/images/027316.jpg""",vis/imgs/img4003.jpg	,027316.jpg,img4003.jpg
4003,image 4004: a statue of a man on a horse in a building	,"cp ""./cv/images/024910.jpg"" vis/imgs/img4004.jpg	",a statue of a man on a horse in a building,"""./cv/images/024910.jpg""",vis/imgs/img4004.jpg	,024910.jpg,img4004.jpg
4004,image 4005: a man is standing in the snow with a large umbrella	,"cp ""./cv/images/023336.jpg"" vis/imgs/img4005.jpg	",a man is standing in the snow with a large umbrella,"""./cv/images/023336.jpg""",vis/imgs/img4005.jpg	,023336.jpg,img4005.jpg
4005,image 4006: a black dog laying on top of a couch	,"cp ""./cv/images/008963.jpg"" vis/imgs/img4006.jpg	",a black dog laying on top of a couch,"""./cv/images/008963.jpg""",vis/imgs/img4006.jpg	,008963.jpg,img4006.jpg
4006,image 4007: a man is holding a cell phone in his hand	,"cp ""./cv/images/034461.jpg"" vis/imgs/img4007.jpg	",a man is holding a cell phone in his hand,"""./cv/images/034461.jpg""",vis/imgs/img4007.jpg	,034461.jpg,img4007.jpg
4007,image 4008: a close up of a flower in a vase	,"cp ""./cv/images/032018.jpg"" vis/imgs/img4008.jpg	",a close up of a flower in a vase,"""./cv/images/032018.jpg""",vis/imgs/img4008.jpg	,032018.jpg,img4008.jpg
4008,image 4009: a group of people riding horses on a trail	,"cp ""./cv/images/033615.jpg"" vis/imgs/img4009.jpg	",a group of people riding horses on a trail,"""./cv/images/033615.jpg""",vis/imgs/img4009.jpg	,033615.jpg,img4009.jpg
4009,image 4010: a close up of a pair of scissors	,"cp ""./cv/images/014199.jpg"" vis/imgs/img4010.jpg	",a close up of a pair of scissors,"""./cv/images/014199.jpg""",vis/imgs/img4010.jpg	,014199.jpg,img4010.jpg
4010,image 4011: a tree in the middle of a forest with trees	,"cp ""./cv/images/012300.jpg"" vis/imgs/img4011.jpg	",a tree in the middle of a forest with trees,"""./cv/images/012300.jpg""",vis/imgs/img4011.jpg	,012300.jpg,img4011.jpg
4011,image 4012: a man is holding a cell phone in his hand	,"cp ""./cv/images/000068.jpg"" vis/imgs/img4012.jpg	",a man is holding a cell phone in his hand,"""./cv/images/000068.jpg""",vis/imgs/img4012.jpg	,000068.jpg,img4012.jpg
4012,image 4013: a cow standing in the grass near a tree	,"cp ""./cv/images/033386.jpg"" vis/imgs/img4013.jpg	",a cow standing in the grass near a tree,"""./cv/images/033386.jpg""",vis/imgs/img4013.jpg	,033386.jpg,img4013.jpg
4013,image 4014: a view of a city street at night time	,"cp ""./cv/images/024104.jpg"" vis/imgs/img4014.jpg	",a view of a city street at night time,"""./cv/images/024104.jpg""",vis/imgs/img4014.jpg	,024104.jpg,img4014.jpg
4014,image 4015: a man holding a tennis racquet on a tennis court	,"cp ""./cv/images/034014.jpg"" vis/imgs/img4015.jpg	",a man holding a tennis racquet on a tennis court,"""./cv/images/034014.jpg""",vis/imgs/img4015.jpg	,034014.jpg,img4015.jpg
4015,image 4016: a man and a woman standing in a kitchen	,"cp ""./cv/images/005420.jpg"" vis/imgs/img4016.jpg	",a man and a woman standing in a kitchen,"""./cv/images/005420.jpg""",vis/imgs/img4016.jpg	,005420.jpg,img4016.jpg
4016,image 4017: a bird is flying in the air with a sky background	,"cp ""./cv/images/006554.jpg"" vis/imgs/img4017.jpg	",a bird is flying in the air with a sky background,"""./cv/images/006554.jpg""",vis/imgs/img4017.jpg	,006554.jpg,img4017.jpg
4017,image 4018: a man standing in front of a building with a cell phone	,"cp ""./cv/images/030523.jpg"" vis/imgs/img4018.jpg	",a man standing in front of a building with a cell phone,"""./cv/images/030523.jpg""",vis/imgs/img4018.jpg	,030523.jpg,img4018.jpg
4018,image 4019: a group of people sitting on a park bench	,"cp ""./cv/images/008797.jpg"" vis/imgs/img4019.jpg	",a group of people sitting on a park bench,"""./cv/images/008797.jpg""",vis/imgs/img4019.jpg	,008797.jpg,img4019.jpg
4019,image 4020: a young girl in a dress shirt and tie is holding a teddy bear	,"cp ""./cv/images/036298.jpg"" vis/imgs/img4020.jpg	",a young girl in a dress shirt and tie is holding a teddy bear,"""./cv/images/036298.jpg""",vis/imgs/img4020.jpg	,036298.jpg,img4020.jpg
4020,image 4021: a large white and blue umbrella in a room	,"cp ""./cv/images/005544.jpg"" vis/imgs/img4021.jpg	",a large white and blue umbrella in a room,"""./cv/images/005544.jpg""",vis/imgs/img4021.jpg	,005544.jpg,img4021.jpg
4021,image 4022: a man sitting on a bench with a cell phone	,"cp ""./cv/images/028290.jpg"" vis/imgs/img4022.jpg	",a man sitting on a bench with a cell phone,"""./cv/images/028290.jpg""",vis/imgs/img4022.jpg	,028290.jpg,img4022.jpg
4022,image 4023: a collage of photos with a vase of flowers	,"cp ""./cv/images/036568.jpg"" vis/imgs/img4023.jpg	",a collage of photos with a vase of flowers,"""./cv/images/036568.jpg""",vis/imgs/img4023.jpg	,036568.jpg,img4023.jpg
4023,image 4024: a building with a window and a wooden bench	,"cp ""./cv/images/026686.jpg"" vis/imgs/img4024.jpg	",a building with a window and a wooden bench,"""./cv/images/026686.jpg""",vis/imgs/img4024.jpg	,026686.jpg,img4024.jpg
4024,image 4025: a woman sitting on a couch with a remote	,"cp ""./cv/images/029309.jpg"" vis/imgs/img4025.jpg	",a woman sitting on a couch with a remote,"""./cv/images/029309.jpg""",vis/imgs/img4025.jpg	,029309.jpg,img4025.jpg
4025,image 4026: a statue of a man with a tie and a hat	,"cp ""./cv/images/019849.jpg"" vis/imgs/img4026.jpg	",a statue of a man with a tie and a hat,"""./cv/images/019849.jpg""",vis/imgs/img4026.jpg	,019849.jpg,img4026.jpg
4026,image 4027: a red stop sign sitting on the side of a road	,"cp ""./cv/images/006479.jpg"" vis/imgs/img4027.jpg	",a red stop sign sitting on the side of a road,"""./cv/images/006479.jpg""",vis/imgs/img4027.jpg	,006479.jpg,img4027.jpg
4027,image 4028: a red fire hydrant sitting in front of a building	,"cp ""./cv/images/031691.jpg"" vis/imgs/img4028.jpg	",a red fire hydrant sitting in front of a building,"""./cv/images/031691.jpg""",vis/imgs/img4028.jpg	,031691.jpg,img4028.jpg
4028,image 4029: a person on a beach flying a kite	,"cp ""./cv/images/034680.jpg"" vis/imgs/img4029.jpg	",a person on a beach flying a kite,"""./cv/images/034680.jpg""",vis/imgs/img4029.jpg	,034680.jpg,img4029.jpg
4029,image 4030: a man wearing a suit and tie with a hat on	,"cp ""./cv/images/000217.jpg"" vis/imgs/img4030.jpg	",a man wearing a suit and tie with a hat on,"""./cv/images/000217.jpg""",vis/imgs/img4030.jpg	,000217.jpg,img4030.jpg
4030,image 4031: a glass of wine sitting on top of a table	,"cp ""./cv/images/010232.jpg"" vis/imgs/img4031.jpg	",a glass of wine sitting on top of a table,"""./cv/images/010232.jpg""",vis/imgs/img4031.jpg	,010232.jpg,img4031.jpg
4031,image 4032: a black and white cat sitting on a bed	,"cp ""./cv/images/011125.jpg"" vis/imgs/img4032.jpg	",a black and white cat sitting on a bed,"""./cv/images/011125.jpg""",vis/imgs/img4032.jpg	,011125.jpg,img4032.jpg
4032,image 4033: a young boy is laying on a bed with a stuffed animal	,"cp ""./cv/images/028196.jpg"" vis/imgs/img4033.jpg	",a young boy is laying on a bed with a stuffed animal,"""./cv/images/028196.jpg""",vis/imgs/img4033.jpg	,028196.jpg,img4033.jpg
4033,image 4034: a person riding a bike on a city street	,"cp ""./cv/images/000470.jpg"" vis/imgs/img4034.jpg	",a person riding a bike on a city street,"""./cv/images/000470.jpg""",vis/imgs/img4034.jpg	,000470.jpg,img4034.jpg
4034,image 4035: a person is holding a pink rose in a vase	,"cp ""./cv/images/028194.jpg"" vis/imgs/img4035.jpg	",a person is holding a pink rose in a vase,"""./cv/images/028194.jpg""",vis/imgs/img4035.jpg	,028194.jpg,img4035.jpg
4035,image 4036: a man is holding a cell phone in his hand	,"cp ""./cv/images/021744.jpg"" vis/imgs/img4036.jpg	",a man is holding a cell phone in his hand,"""./cv/images/021744.jpg""",vis/imgs/img4036.jpg	,021744.jpg,img4036.jpg
4036,image 4037: a large body of water with a bridge in the background	,"cp ""./cv/images/031042.jpg"" vis/imgs/img4037.jpg	",a large body of water with a bridge in the background,"""./cv/images/031042.jpg""",vis/imgs/img4037.jpg	,031042.jpg,img4037.jpg
4037,image 4038: a building with a clock on the top of it	,"cp ""./cv/images/003623.jpg"" vis/imgs/img4038.jpg	",a building with a clock on the top of it,"""./cv/images/003623.jpg""",vis/imgs/img4038.jpg	,003623.jpg,img4038.jpg
4038,image 4039: a bunch of colorful flowers in a field	,"cp ""./cv/images/024880.jpg"" vis/imgs/img4039.jpg	",a bunch of colorful flowers in a field,"""./cv/images/024880.jpg""",vis/imgs/img4039.jpg	,024880.jpg,img4039.jpg
4039,image 4040: a white vase with a flower in it	,"cp ""./cv/images/035645.jpg"" vis/imgs/img4040.jpg	",a white vase with a flower in it,"""./cv/images/035645.jpg""",vis/imgs/img4040.jpg	,035645.jpg,img4040.jpg
4040,image 4041: a man sitting on a couch with a little girl	,"cp ""./cv/images/009962.jpg"" vis/imgs/img4041.jpg	",a man sitting on a couch with a little girl,"""./cv/images/009962.jpg""",vis/imgs/img4041.jpg	,009962.jpg,img4041.jpg
4041,image 4042: a woman is holding a cell phone in her hand	,"cp ""./cv/images/037211.jpg"" vis/imgs/img4042.jpg	",a woman is holding a cell phone in her hand,"""./cv/images/037211.jpg""",vis/imgs/img4042.jpg	,037211.jpg,img4042.jpg
4042,image 4043: a close up of a piece of food with a fork	,"cp ""./cv/images/006296.jpg"" vis/imgs/img4043.jpg	",a close up of a piece of food with a fork,"""./cv/images/006296.jpg""",vis/imgs/img4043.jpg	,006296.jpg,img4043.jpg
4043,image 4044: a red and white stop sign and a white wall	,"cp ""./cv/images/007868.jpg"" vis/imgs/img4044.jpg	",a red and white stop sign and a white wall,"""./cv/images/007868.jpg""",vis/imgs/img4044.jpg	,007868.jpg,img4044.jpg
4044,image 4045: a large body of water with a mountain in the background	,"cp ""./cv/images/033938.jpg"" vis/imgs/img4045.jpg	",a large body of water with a mountain in the background,"""./cv/images/033938.jpg""",vis/imgs/img4045.jpg	,033938.jpg,img4045.jpg
4045,image 4046: a woman is standing on a beach with a dog	,"cp ""./cv/images/031473.jpg"" vis/imgs/img4046.jpg	",a woman is standing on a beach with a dog,"""./cv/images/031473.jpg""",vis/imgs/img4046.jpg	,031473.jpg,img4046.jpg
4046,image 4047: a person sitting on a bench in the water	,"cp ""./cv/images/023941.jpg"" vis/imgs/img4047.jpg	",a person sitting on a bench in the water,"""./cv/images/023941.jpg""",vis/imgs/img4047.jpg	,023941.jpg,img4047.jpg
4047,image 4048: a cat is sitting on the ground with a frisbee	,"cp ""./cv/images/028857.jpg"" vis/imgs/img4048.jpg	",a cat is sitting on the ground with a frisbee,"""./cv/images/028857.jpg""",vis/imgs/img4048.jpg	,028857.jpg,img4048.jpg
4048,image 4049: a large body of water with a bridge in the distance	,"cp ""./cv/images/023549.jpg"" vis/imgs/img4049.jpg	",a large body of water with a bridge in the distance,"""./cv/images/023549.jpg""",vis/imgs/img4049.jpg	,023549.jpg,img4049.jpg
4049,image 4050: a street sign on a pole on a city street	,"cp ""./cv/images/035428.jpg"" vis/imgs/img4050.jpg	",a street sign on a pole on a city street,"""./cv/images/035428.jpg""",vis/imgs/img4050.jpg	,035428.jpg,img4050.jpg
4050,image 4051: a view of a beach with a large clock tower	,"cp ""./cv/images/012259.jpg"" vis/imgs/img4051.jpg	",a view of a beach with a large clock tower,"""./cv/images/012259.jpg""",vis/imgs/img4051.jpg	,012259.jpg,img4051.jpg
4051,image 4052: a person is sitting on a bench on the beach	,"cp ""./cv/images/006836.jpg"" vis/imgs/img4052.jpg	",a person is sitting on a bench on the beach,"""./cv/images/006836.jpg""",vis/imgs/img4052.jpg	,006836.jpg,img4052.jpg
4052,image 4053: a bunch of flowers in a vase on a table	,"cp ""./cv/images/034372.jpg"" vis/imgs/img4053.jpg	",a bunch of flowers in a vase on a table,"""./cv/images/034372.jpg""",vis/imgs/img4053.jpg	,034372.jpg,img4053.jpg
4053,image 4054: a bunch of flowers that are in a vase	,"cp ""./cv/images/026253.jpg"" vis/imgs/img4054.jpg	",a bunch of flowers that are in a vase,"""./cv/images/026253.jpg""",vis/imgs/img4054.jpg	,026253.jpg,img4054.jpg
4054,image 4055: a cat is sitting on the side of the road	,"cp ""./cv/images/024440.jpg"" vis/imgs/img4055.jpg	",a cat is sitting on the side of the road,"""./cv/images/024440.jpg""",vis/imgs/img4055.jpg	,024440.jpg,img4055.jpg
4055,image 4056: a close up of a plate of food	,"cp ""./cv/images/010871.jpg"" vis/imgs/img4056.jpg	",a close up of a plate of food,"""./cv/images/010871.jpg""",vis/imgs/img4056.jpg	,010871.jpg,img4056.jpg
4056,image 4057: a man in a red shirt is doing a trick on a skateboard	,"cp ""./cv/images/019603.jpg"" vis/imgs/img4057.jpg	",a man in a red shirt is doing a trick on a skateboard,"""./cv/images/019603.jpg""",vis/imgs/img4057.jpg	,019603.jpg,img4057.jpg
4057,image 4058: a cup of coffee sitting on top of a table	,"cp ""./cv/images/003806.jpg"" vis/imgs/img4058.jpg	",a cup of coffee sitting on top of a table,"""./cv/images/003806.jpg""",vis/imgs/img4058.jpg	,003806.jpg,img4058.jpg
4058,image 4059: a group of people standing on a field flying kites	,"cp ""./cv/images/020238.jpg"" vis/imgs/img4059.jpg	",a group of people standing on a field flying kites,"""./cv/images/020238.jpg""",vis/imgs/img4059.jpg	,020238.jpg,img4059.jpg
4059,image 4060: two women standing next to each other on a street	,"cp ""./cv/images/033809.jpg"" vis/imgs/img4060.jpg	",two women standing next to each other on a street,"""./cv/images/033809.jpg""",vis/imgs/img4060.jpg	,033809.jpg,img4060.jpg
4060,image 4061: a bathroom with a sink and a toilet	,"cp ""./cv/images/020972.jpg"" vis/imgs/img4061.jpg	",a bathroom with a sink and a toilet,"""./cv/images/020972.jpg""",vis/imgs/img4061.jpg	,020972.jpg,img4061.jpg
4061,image 4062: a bench is on the beach near the water	,"cp ""./cv/images/004846.jpg"" vis/imgs/img4062.jpg	",a bench is on the beach near the water,"""./cv/images/004846.jpg""",vis/imgs/img4062.jpg	,004846.jpg,img4062.jpg
4062,image 4063: a group of people standing in a room	,"cp ""./cv/images/003873.jpg"" vis/imgs/img4063.jpg	",a group of people standing in a room,"""./cv/images/003873.jpg""",vis/imgs/img4063.jpg	,003873.jpg,img4063.jpg
4063,image 4064: a white bus parked on the side of the road	,"cp ""./cv/images/001167.jpg"" vis/imgs/img4064.jpg	",a white bus parked on the side of the road,"""./cv/images/001167.jpg""",vis/imgs/img4064.jpg	,001167.jpg,img4064.jpg
4064,image 4065: a green plant in a garden with a plant	,"cp ""./cv/images/007163.jpg"" vis/imgs/img4065.jpg	",a green plant in a garden with a plant,"""./cv/images/007163.jpg""",vis/imgs/img4065.jpg	,007163.jpg,img4065.jpg
4065,image 4066: a view of a mountain in the distance	,"cp ""./cv/images/022101.jpg"" vis/imgs/img4066.jpg	",a view of a mountain in the distance,"""./cv/images/022101.jpg""",vis/imgs/img4066.jpg	,022101.jpg,img4066.jpg
4066,image 4067: a view of a clock on the side of a wall	,"cp ""./cv/images/007374.jpg"" vis/imgs/img4067.jpg	",a view of a clock on the side of a wall,"""./cv/images/007374.jpg""",vis/imgs/img4067.jpg	,007374.jpg,img4067.jpg
4067,image 4068: a red train is coming down the tracks	,"cp ""./cv/images/013064.jpg"" vis/imgs/img4068.jpg	",a red train is coming down the tracks,"""./cv/images/013064.jpg""",vis/imgs/img4068.jpg	,013064.jpg,img4068.jpg
4068,image 4069: a close up of a pair of scissors	,"cp ""./cv/images/027225.jpg"" vis/imgs/img4069.jpg	",a close up of a pair of scissors,"""./cv/images/027225.jpg""",vis/imgs/img4069.jpg	,027225.jpg,img4069.jpg
4069,image 4070: a woman is brushing her teeth in a bathroom	,"cp ""./cv/images/030344.jpg"" vis/imgs/img4070.jpg	",a woman is brushing her teeth in a bathroom,"""./cv/images/030344.jpg""",vis/imgs/img4070.jpg	,030344.jpg,img4070.jpg
4070,image 4071: a pair of scissors on a wooden table	,"cp ""./cv/images/018588.jpg"" vis/imgs/img4071.jpg	",a pair of scissors on a wooden table,"""./cv/images/018588.jpg""",vis/imgs/img4071.jpg	,018588.jpg,img4071.jpg
4071,image 4072: a close up of a broccoli plant in a garden	,"cp ""./cv/images/021158.jpg"" vis/imgs/img4072.jpg	",a close up of a broccoli plant in a garden,"""./cv/images/021158.jpg""",vis/imgs/img4072.jpg	,021158.jpg,img4072.jpg
4072,image 4073: a red and yellow fire hydrant in a field	,"cp ""./cv/images/021353.jpg"" vis/imgs/img4073.jpg	",a red and yellow fire hydrant in a field,"""./cv/images/021353.jpg""",vis/imgs/img4073.jpg	,021353.jpg,img4073.jpg
